,Date,Index Name,Value,Name
4866,2002-02-01,MISCELLANEOUS GOODS AND SERVICES,74.2,CPIH
3585,2002-02-01,RECREATION & CULTURE,100.5,CPIH
6147,2002-02-01,CLOTHING AND FOOTWEAR,140.4,CPI
3158,2002-02-01,COMMUNICATION,90.0,CPIH
5293,2002-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.3,CPI
2304,2002-02-01,HEALTH,68.7,CPIH
2731,2002-02-01,TRANSPORT,65.9,CPIH
4439,2002-02-01,"HOTELS, CAFES AND RESTAURANTS",66.5,CPIH
9990,2002-02-01,MISCELLANEOUS GOODS AND SERVICES,74.5,CPI
1450,2002-02-01,"HOUSING, WATER AND FUELS",56.6,CPIH
1877,2002-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.8,CPIH
6574,2002-02-01,"Housing, water, electricity, gas and other fuels",71.7,CPI
8709,2002-02-01,RECREATION & CULTURE,100.4,CPI
7001,2002-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.4,CPI
1023,2002-02-01,CLOTHING AND FOOTWEAR,140.3,CPIH
4012,2002-02-01,EDUCATION,33.4,CPIH
9136,2002-02-01,EDUCATION,33.4,CPI
596,2002-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",58.7,CPIH
8282,2002-02-01,COMMUNICATION,89.6,CPI
7428,2002-02-01,HEALTH,68.7,CPI
169,2002-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.6,CPIH
9563,2002-02-01,"HOTELS, CAFES AND RESTAURANTS",66.5,CPI
7855,2002-02-01,TRANSPORT,65.6,CPI
4440,2002-03-01,"HOTELS, CAFES AND RESTAURANTS",66.8,CPIH
2732,2002-03-01,TRANSPORT,66.3,CPIH
9991,2002-03-01,MISCELLANEOUS GOODS AND SERVICES,74.6,CPI
2305,2002-03-01,HEALTH,69.0,CPIH
4013,2002-03-01,EDUCATION,33.4,CPIH
9564,2002-03-01,"HOTELS, CAFES AND RESTAURANTS",66.8,CPI
8710,2002-03-01,RECREATION & CULTURE,100.7,CPI
6575,2002-03-01,"Housing, water, electricity, gas and other fuels",71.8,CPI
5294,2002-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.5,CPI
7856,2002-03-01,TRANSPORT,66.1,CPI
8283,2002-03-01,COMMUNICATION,89.1,CPI
4867,2002-03-01,MISCELLANEOUS GOODS AND SERVICES,74.3,CPIH
3159,2002-03-01,COMMUNICATION,89.5,CPIH
7429,2002-03-01,HEALTH,69.0,CPI
1024,2002-03-01,CLOTHING AND FOOTWEAR,141.8,CPIH
170,2002-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.8,CPIH
7002,2002-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",84.6,CPI
5721,2002-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",58.7,CPI
9137,2002-03-01,EDUCATION,33.4,CPI
3586,2002-03-01,RECREATION & CULTURE,100.8,CPIH
597,2002-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",58.7,CPIH
1451,2002-03-01,"HOUSING, WATER AND FUELS",56.6,CPIH
1878,2002-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",85.0,CPIH
6148,2002-03-01,CLOTHING AND FOOTWEAR,141.9,CPI
5295,2002-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.3,CPI
4441,2002-04-01,"HOTELS, CAFES AND RESTAURANTS",67.1,CPIH
171,2002-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.6,CPIH
9992,2002-04-01,MISCELLANEOUS GOODS AND SERVICES,75.2,CPI
598,2002-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",58.8,CPIH
7430,2002-04-01,HEALTH,69.5,CPI
6149,2002-04-01,CLOTHING AND FOOTWEAR,141.2,CPI
8284,2002-04-01,COMMUNICATION,89.2,CPI
9138,2002-04-01,EDUCATION,33.4,CPI
1452,2002-04-01,"HOUSING, WATER AND FUELS",57.2,CPIH
3587,2002-04-01,RECREATION & CULTURE,101.2,CPIH
7857,2002-04-01,TRANSPORT,67.0,CPI
4014,2002-04-01,EDUCATION,33.4,CPIH
9565,2002-04-01,"HOTELS, CAFES AND RESTAURANTS",67.1,CPI
7003,2002-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.6,CPI
4868,2002-04-01,MISCELLANEOUS GOODS AND SERVICES,74.9,CPIH
1025,2002-04-01,CLOTHING AND FOOTWEAR,141.1,CPIH
1879,2002-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.9,CPIH
5722,2002-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",58.7,CPI
3160,2002-04-01,COMMUNICATION,89.6,CPIH
6576,2002-04-01,"Housing, water, electricity, gas and other fuels",72.6,CPI
2306,2002-04-01,HEALTH,69.5,CPIH
2733,2002-04-01,TRANSPORT,67.3,CPIH
8711,2002-04-01,RECREATION & CULTURE,101.1,CPI
5296,2002-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.1,CPI
2734,2002-05-01,TRANSPORT,67.6,CPIH
8285,2002-05-01,COMMUNICATION,89.0,CPI
3588,2002-05-01,RECREATION & CULTURE,101.1,CPIH
1026,2002-05-01,CLOTHING AND FOOTWEAR,141.7,CPIH
1453,2002-05-01,"HOUSING, WATER AND FUELS",57.3,CPIH
9139,2002-05-01,EDUCATION,33.4,CPI
4869,2002-05-01,MISCELLANEOUS GOODS AND SERVICES,75.1,CPIH
7431,2002-05-01,HEALTH,69.7,CPI
7004,2002-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",84.3,CPI
2307,2002-05-01,HEALTH,69.8,CPIH
9566,2002-05-01,"HOTELS, CAFES AND RESTAURANTS",67.3,CPI
172,2002-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.4,CPIH
599,2002-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.3,CPIH
4015,2002-05-01,EDUCATION,33.4,CPIH
7858,2002-05-01,TRANSPORT,67.3,CPI
1880,2002-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",84.6,CPIH
6150,2002-05-01,CLOTHING AND FOOTWEAR,141.8,CPI
8712,2002-05-01,RECREATION & CULTURE,101.0,CPI
6577,2002-05-01,"Housing, water, electricity, gas and other fuels",72.8,CPI
3161,2002-05-01,COMMUNICATION,89.4,CPIH
9993,2002-05-01,MISCELLANEOUS GOODS AND SERVICES,75.3,CPI
5723,2002-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.2,CPI
4442,2002-05-01,"HOTELS, CAFES AND RESTAURANTS",67.4,CPIH
9994,2002-06-01,MISCELLANEOUS GOODS AND SERVICES,75.2,CPI
9567,2002-06-01,"HOTELS, CAFES AND RESTAURANTS",67.6,CPI
7432,2002-06-01,HEALTH,70.0,CPI
173,2002-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.9,CPIH
1881,2002-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.9,CPIH
6151,2002-06-01,CLOTHING AND FOOTWEAR,140.4,CPI
4016,2002-06-01,EDUCATION,33.4,CPIH
8286,2002-06-01,COMMUNICATION,89.2,CPI
7859,2002-06-01,TRANSPORT,67.7,CPI
5297,2002-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.7,CPI
8713,2002-06-01,RECREATION & CULTURE,101.3,CPI
600,2002-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.2,CPIH
1454,2002-06-01,"HOUSING, WATER AND FUELS",57.4,CPIH
2308,2002-06-01,HEALTH,70.1,CPIH
7005,2002-06-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.5,CPI
4870,2002-06-01,MISCELLANEOUS GOODS AND SERVICES,75.0,CPIH
9140,2002-06-01,EDUCATION,33.4,CPI
4443,2002-06-01,"HOTELS, CAFES AND RESTAURANTS",67.6,CPIH
3589,2002-06-01,RECREATION & CULTURE,101.4,CPIH
3162,2002-06-01,COMMUNICATION,89.5,CPIH
2735,2002-06-01,TRANSPORT,68.0,CPIH
5724,2002-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.2,CPI
1027,2002-06-01,CLOTHING AND FOOTWEAR,140.4,CPIH
6578,2002-06-01,"Housing, water, electricity, gas and other fuels",72.8,CPI
2309,2002-07-01,HEALTH,70.0,CPIH
1455,2002-07-01,"HOUSING, WATER AND FUELS",57.4,CPIH
601,2002-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPIH
9995,2002-07-01,MISCELLANEOUS GOODS AND SERVICES,75.0,CPI
6152,2002-07-01,CLOTHING AND FOOTWEAR,131.9,CPI
8287,2002-07-01,COMMUNICATION,89.1,CPI
7433,2002-07-01,HEALTH,69.9,CPI
2736,2002-07-01,TRANSPORT,68.8,CPIH
1882,2002-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.8,CPIH
4871,2002-07-01,MISCELLANEOUS GOODS AND SERVICES,74.8,CPIH
3590,2002-07-01,RECREATION & CULTURE,101.2,CPIH
4017,2002-07-01,EDUCATION,33.4,CPIH
5725,2002-07-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPI
1028,2002-07-01,CLOTHING AND FOOTWEAR,131.8,CPIH
3163,2002-07-01,COMMUNICATION,89.4,CPIH
9141,2002-07-01,EDUCATION,33.4,CPI
174,2002-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.8,CPIH
6579,2002-07-01,"Housing, water, electricity, gas and other fuels",72.7,CPI
7006,2002-07-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.5,CPI
5298,2002-07-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.6,CPI
9568,2002-07-01,"HOTELS, CAFES AND RESTAURANTS",67.8,CPI
4444,2002-07-01,"HOTELS, CAFES AND RESTAURANTS",67.8,CPIH
7860,2002-07-01,TRANSPORT,68.5,CPI
8714,2002-07-01,RECREATION & CULTURE,101.1,CPI
6580,2002-08-01,"Housing, water, electricity, gas and other fuels",72.7,CPI
3591,2002-08-01,RECREATION & CULTURE,101.8,CPIH
2310,2002-08-01,HEALTH,70.4,CPIH
4018,2002-08-01,EDUCATION,33.4,CPIH
3164,2002-08-01,COMMUNICATION,89.6,CPIH
5726,2002-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.4,CPI
6153,2002-08-01,CLOTHING AND FOOTWEAR,133.4,CPI
8715,2002-08-01,RECREATION & CULTURE,101.7,CPI
1883,2002-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.2,CPIH
2737,2002-08-01,TRANSPORT,69.0,CPIH
4445,2002-08-01,"HOTELS, CAFES AND RESTAURANTS",68.0,CPIH
1456,2002-08-01,"HOUSING, WATER AND FUELS",57.4,CPIH
5299,2002-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.5,CPI
9996,2002-08-01,MISCELLANEOUS GOODS AND SERVICES,75.2,CPI
1029,2002-08-01,CLOTHING AND FOOTWEAR,133.3,CPIH
9142,2002-08-01,EDUCATION,33.4,CPI
7007,2002-08-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.8,CPI
602,2002-08-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.4,CPIH
7861,2002-08-01,TRANSPORT,68.7,CPI
175,2002-08-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.7,CPIH
7434,2002-08-01,HEALTH,70.3,CPI
8288,2002-08-01,COMMUNICATION,89.3,CPI
9569,2002-08-01,"HOTELS, CAFES AND RESTAURANTS",68.0,CPI
4872,2002-08-01,MISCELLANEOUS GOODS AND SERVICES,74.9,CPIH
5300,2002-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.6,CPI
9570,2002-09-01,"HOTELS, CAFES AND RESTAURANTS",68.1,CPI
4873,2002-09-01,MISCELLANEOUS GOODS AND SERVICES,75.1,CPIH
3592,2002-09-01,RECREATION & CULTURE,102.0,CPIH
1030,2002-09-01,CLOTHING AND FOOTWEAR,139.9,CPIH
4446,2002-09-01,"HOTELS, CAFES AND RESTAURANTS",68.1,CPIH
2738,2002-09-01,TRANSPORT,67.7,CPIH
8716,2002-09-01,RECREATION & CULTURE,101.9,CPI
7862,2002-09-01,TRANSPORT,67.5,CPI
2311,2002-09-01,HEALTH,70.5,CPIH
6581,2002-09-01,"Housing, water, electricity, gas and other fuels",72.8,CPI
1457,2002-09-01,"HOUSING, WATER AND FUELS",57.5,CPIH
4019,2002-09-01,EDUCATION,34.2,CPIH
603,2002-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.7,CPIH
9997,2002-09-01,MISCELLANEOUS GOODS AND SERVICES,75.3,CPI
6154,2002-09-01,CLOTHING AND FOOTWEAR,140.0,CPI
5727,2002-09-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.7,CPI
8289,2002-09-01,COMMUNICATION,89.4,CPI
176,2002-09-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.8,CPIH
7008,2002-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.9,CPI
3165,2002-09-01,COMMUNICATION,89.8,CPIH
7435,2002-09-01,HEALTH,70.4,CPI
1884,2002-09-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",84.2,CPIH
9143,2002-09-01,EDUCATION,34.2,CPI
7863,2002-10-01,TRANSPORT,67.3,CPI
7009,2002-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.1,CPI
3593,2002-10-01,RECREATION & CULTURE,102.2,CPIH
4447,2002-10-01,"HOTELS, CAFES AND RESTAURANTS",68.3,CPIH
4874,2002-10-01,MISCELLANEOUS GOODS AND SERVICES,76.0,CPIH
6582,2002-10-01,"Housing, water, electricity, gas and other fuels",72.9,CPI
9144,2002-10-01,EDUCATION,36.3,CPI
1458,2002-10-01,"HOUSING, WATER AND FUELS",57.6,CPIH
9571,2002-10-01,"HOTELS, CAFES AND RESTAURANTS",68.3,CPI
8290,2002-10-01,COMMUNICATION,89.7,CPI
5728,2002-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPI
7436,2002-10-01,HEALTH,70.6,CPI
1885,2002-10-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.4,CPIH
2312,2002-10-01,HEALTH,70.6,CPIH
177,2002-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.0,CPIH
4020,2002-10-01,EDUCATION,36.3,CPIH
8717,2002-10-01,RECREATION & CULTURE,102.1,CPI
5301,2002-10-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.7,CPI
9998,2002-10-01,MISCELLANEOUS GOODS AND SERVICES,76.2,CPI
1031,2002-10-01,CLOTHING AND FOOTWEAR,139.2,CPIH
6155,2002-10-01,CLOTHING AND FOOTWEAR,139.3,CPI
2739,2002-10-01,TRANSPORT,67.6,CPIH
3166,2002-10-01,COMMUNICATION,90.1,CPIH
604,2002-10-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPIH
605,2002-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.4,CPIH
2313,2002-11-01,HEALTH,70.7,CPIH
8718,2002-11-01,RECREATION & CULTURE,102.2,CPI
6583,2002-11-01,"Housing, water, electricity, gas and other fuels",72.8,CPI
7437,2002-11-01,HEALTH,70.6,CPI
4448,2002-11-01,"HOTELS, CAFES AND RESTAURANTS",68.4,CPIH
5302,2002-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.7,CPI
3594,2002-11-01,RECREATION & CULTURE,102.3,CPIH
1886,2002-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",84.1,CPIH
9999,2002-11-01,MISCELLANEOUS GOODS AND SERVICES,76.1,CPI
3167,2002-11-01,COMMUNICATION,90.2,CPIH
4021,2002-11-01,EDUCATION,36.3,CPIH
9145,2002-11-01,EDUCATION,36.3,CPI
6156,2002-11-01,CLOTHING AND FOOTWEAR,141.2,CPI
8291,2002-11-01,COMMUNICATION,89.8,CPI
4875,2002-11-01,MISCELLANEOUS GOODS AND SERVICES,75.9,CPIH
178,2002-11-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.9,CPIH
9572,2002-11-01,"HOTELS, CAFES AND RESTAURANTS",68.4,CPI
7010,2002-11-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.8,CPI
2740,2002-11-01,TRANSPORT,66.8,CPIH
7864,2002-11-01,TRANSPORT,66.6,CPI
1032,2002-11-01,CLOTHING AND FOOTWEAR,141.1,CPIH
1459,2002-11-01,"HOUSING, WATER AND FUELS",57.6,CPIH
5729,2002-11-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.4,CPI
2741,2002-12-01,TRANSPORT,68.5,CPIH
4449,2002-12-01,"HOTELS, CAFES AND RESTAURANTS",68.6,CPIH
8292,2002-12-01,COMMUNICATION,89.7,CPI
3595,2002-12-01,RECREATION & CULTURE,102.1,CPIH
5730,2002-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.1,CPI
1033,2002-12-01,CLOTHING AND FOOTWEAR,138.3,CPIH
4876,2002-12-01,MISCELLANEOUS GOODS AND SERVICES,76.2,CPIH
10000,2002-12-01,MISCELLANEOUS GOODS AND SERVICES,76.5,CPI
6157,2002-12-01,CLOTHING AND FOOTWEAR,138.4,CPI
7011,2002-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",85.0,CPI
9146,2002-12-01,EDUCATION,36.3,CPI
9573,2002-12-01,"HOTELS, CAFES AND RESTAURANTS",68.6,CPI
606,2002-12-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.1,CPIH
1460,2002-12-01,"HOUSING, WATER AND FUELS",57.7,CPIH
2314,2002-12-01,HEALTH,70.6,CPIH
4022,2002-12-01,EDUCATION,36.3,CPIH
5303,2002-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.7,CPI
8719,2002-12-01,RECREATION & CULTURE,102.0,CPI
1887,2002-12-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",85.3,CPIH
6584,2002-12-01,"Housing, water, electricity, gas and other fuels",72.9,CPI
7865,2002-12-01,TRANSPORT,68.2,CPI
7438,2002-12-01,HEALTH,70.6,CPI
3168,2002-12-01,COMMUNICATION,90.1,CPIH
179,2002-12-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.9,CPIH
8293,2003-01-01,COMMUNICATION,89.8,CPI
1461,2003-01-01,"HOUSING, WATER AND FUELS",57.7,CPIH
9147,2003-01-01,EDUCATION,36.3,CPI
3169,2003-01-01,COMMUNICATION,90.1,CPIH
1888,2003-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.5,CPIH
2315,2003-01-01,HEALTH,71.1,CPIH
1034,2003-01-01,CLOTHING AND FOOTWEAR,132.7,CPIH
5304,2003-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.6,CPI
607,2003-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPIH
9574,2003-01-01,"HOTELS, CAFES AND RESTAURANTS",68.7,CPI
7012,2003-01-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.2,CPI
6158,2003-01-01,CLOTHING AND FOOTWEAR,132.7,CPI
4023,2003-01-01,EDUCATION,36.3,CPIH
2742,2003-01-01,TRANSPORT,68.1,CPIH
8720,2003-01-01,RECREATION & CULTURE,101.5,CPI
7866,2003-01-01,TRANSPORT,67.7,CPI
7439,2003-01-01,HEALTH,71.0,CPI
6585,2003-01-01,"Housing, water, electricity, gas and other fuels",72.9,CPI
180,2003-01-01,FOOD AND NON-ALCOHOLIC BEVERAGES,68.9,CPIH
3596,2003-01-01,RECREATION & CULTURE,101.7,CPIH
4450,2003-01-01,"HOTELS, CAFES AND RESTAURANTS",68.7,CPIH
10001,2003-01-01,MISCELLANEOUS GOODS AND SERVICES,75.8,CPI
5731,2003-01-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.5,CPI
4877,2003-01-01,MISCELLANEOUS GOODS AND SERVICES,75.6,CPIH
4451,2003-02-01,"HOTELS, CAFES AND RESTAURANTS",68.8,CPIH
4024,2003-02-01,EDUCATION,36.3,CPIH
10002,2003-02-01,MISCELLANEOUS GOODS AND SERVICES,75.9,CPI
8721,2003-02-01,RECREATION & CULTURE,101.7,CPI
1889,2003-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.0,CPIH
9148,2003-02-01,EDUCATION,36.3,CPI
7013,2003-02-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.7,CPI
7867,2003-02-01,TRANSPORT,68.1,CPI
3170,2003-02-01,COMMUNICATION,90.2,CPIH
4878,2003-02-01,MISCELLANEOUS GOODS AND SERVICES,75.7,CPIH
9575,2003-02-01,"HOTELS, CAFES AND RESTAURANTS",68.8,CPI
3597,2003-02-01,RECREATION & CULTURE,101.9,CPIH
5732,2003-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPI
1035,2003-02-01,CLOTHING AND FOOTWEAR,134.3,CPIH
5305,2003-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.1,CPI
6586,2003-02-01,"Housing, water, electricity, gas and other fuels",73.1,CPI
181,2003-02-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.3,CPIH
6159,2003-02-01,CLOTHING AND FOOTWEAR,134.3,CPI
2316,2003-02-01,HEALTH,71.3,CPIH
8294,2003-02-01,COMMUNICATION,89.8,CPI
1462,2003-02-01,"HOUSING, WATER AND FUELS",57.8,CPIH
7440,2003-02-01,HEALTH,71.3,CPI
2743,2003-02-01,TRANSPORT,68.5,CPIH
608,2003-02-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPIH
10003,2003-03-01,MISCELLANEOUS GOODS AND SERVICES,76.1,CPI
182,2003-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.6,CPIH
4452,2003-03-01,"HOTELS, CAFES AND RESTAURANTS",69.0,CPIH
3598,2003-03-01,RECREATION & CULTURE,101.7,CPIH
6587,2003-03-01,"Housing, water, electricity, gas and other fuels",73.2,CPI
7441,2003-03-01,HEALTH,71.4,CPI
609,2003-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPIH
5306,2003-03-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.4,CPI
6160,2003-03-01,CLOTHING AND FOOTWEAR,135.3,CPI
7868,2003-03-01,TRANSPORT,68.7,CPI
5733,2003-03-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",59.6,CPI
7014,2003-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.9,CPI
4879,2003-03-01,MISCELLANEOUS GOODS AND SERVICES,75.8,CPIH
1463,2003-03-01,"HOUSING, WATER AND FUELS",57.8,CPIH
1036,2003-03-01,CLOTHING AND FOOTWEAR,135.2,CPIH
9576,2003-03-01,"HOTELS, CAFES AND RESTAURANTS",69.0,CPI
2317,2003-03-01,HEALTH,71.4,CPIH
8722,2003-03-01,RECREATION & CULTURE,101.5,CPI
4025,2003-03-01,EDUCATION,36.3,CPIH
2744,2003-03-01,TRANSPORT,69.1,CPIH
8295,2003-03-01,COMMUNICATION,89.9,CPI
9149,2003-03-01,EDUCATION,36.3,CPI
1890,2003-03-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",84.2,CPIH
3171,2003-03-01,COMMUNICATION,90.2,CPIH
610,2003-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",60.3,CPIH
3172,2003-04-01,COMMUNICATION,90.2,CPIH
1891,2003-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.1,CPIH
8296,2003-04-01,COMMUNICATION,89.8,CPI
9150,2003-04-01,EDUCATION,36.3,CPI
6161,2003-04-01,CLOTHING AND FOOTWEAR,135.2,CPI
6588,2003-04-01,"Housing, water, electricity, gas and other fuels",73.9,CPI
10004,2003-04-01,MISCELLANEOUS GOODS AND SERVICES,76.2,CPI
5307,2003-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.6,CPI
3599,2003-04-01,RECREATION & CULTURE,101.6,CPIH
7442,2003-04-01,HEALTH,71.7,CPI
4453,2003-04-01,"HOTELS, CAFES AND RESTAURANTS",69.3,CPIH
4026,2003-04-01,EDUCATION,36.3,CPIH
7869,2003-04-01,TRANSPORT,69.9,CPI
8723,2003-04-01,RECREATION & CULTURE,101.4,CPI
1464,2003-04-01,"HOUSING, WATER AND FUELS",58.2,CPIH
2745,2003-04-01,TRANSPORT,70.2,CPIH
9577,2003-04-01,"HOTELS, CAFES AND RESTAURANTS",69.3,CPI
1037,2003-04-01,CLOTHING AND FOOTWEAR,135.1,CPIH
2318,2003-04-01,HEALTH,71.7,CPIH
4880,2003-04-01,MISCELLANEOUS GOODS AND SERVICES,75.9,CPIH
7015,2003-04-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",82.8,CPI
183,2003-04-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.8,CPIH
5734,2003-04-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",60.2,CPI
7016,2003-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",83.9,CPI
9578,2003-05-01,"HOTELS, CAFES AND RESTAURANTS",69.5,CPI
5308,2003-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,70.0,CPI
4454,2003-05-01,"HOTELS, CAFES AND RESTAURANTS",69.5,CPIH
7443,2003-05-01,HEALTH,71.9,CPI
5735,2003-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",60.4,CPI
2746,2003-05-01,TRANSPORT,69.6,CPIH
3600,2003-05-01,RECREATION & CULTURE,101.1,CPIH
1038,2003-05-01,CLOTHING AND FOOTWEAR,135.2,CPIH
8724,2003-05-01,RECREATION & CULTURE,100.9,CPI
6589,2003-05-01,"Housing, water, electricity, gas and other fuels",73.9,CPI
184,2003-05-01,FOOD AND NON-ALCOHOLIC BEVERAGES,70.2,CPIH
2319,2003-05-01,HEALTH,72.0,CPIH
7870,2003-05-01,TRANSPORT,69.3,CPI
1465,2003-05-01,"HOUSING, WATER AND FUELS",58.2,CPIH
1892,2003-05-01,"FURN, HH EQUIP & ROUTINE REPAIR OF HOUSE",84.1,CPIH
4881,2003-05-01,MISCELLANEOUS GOODS AND SERVICES,76.0,CPIH
3173,2003-05-01,COMMUNICATION,90.2,CPIH
4027,2003-05-01,EDUCATION,36.3,CPIH
611,2003-05-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",60.4,CPIH
9151,2003-05-01,EDUCATION,36.3,CPI
8297,2003-05-01,COMMUNICATION,89.9,CPI
10005,2003-05-01,MISCELLANEOUS GOODS AND SERVICES,76.2,CPI
6162,2003-05-01,CLOTHING AND FOOTWEAR,135.3,CPI
185,2003-06-01,FOOD AND NON-ALCOHOLIC BEVERAGES,69.8,CPIH
6590,2003-06-01,"Housing, water, electricity, gas and other fuels",73.8,CPI
612,2003-06-01,"ALCOHOLIC BEVERAGES,TOBACCO & NARCOTICS",60.5,CPIH
3174,2003-06-01,COMMUNICATION,89.5,CPIH
